番号,単語,意味
782,check,預かり所、検査、点検、小切手、調べる、阻止する
783,checkout,レジ、精算台、チェックアウト
784,checkup,健康診断、検査
785,cheek,ほお
786,cheer,元気付ける、声援を送る、元気づく、喝采、元気
787,cheery,陽気な、元気な
788,chemical,化学物質（製品）、化学の、科学的な
789,chemistry,科学
790,cherish,大切に心に抱く、育てる、かわいがる、心から愛する
791,chest,胸、箱、タンス
792,chew,かむ、をかみ砕く
793,chief,主要な、最高位の、長（官）
794,childbirth,出産、分娩
795,childhood,少年［少女］時代、子供時代.
796,chill,冷やす、怖がらせる、冷える、寒気を感じる、恐怖心
797,chimpanzee（chimp）,チンパンジー
798,chin,あご(の先端)
799,chip,薄切り、かけら、（半導体の）チップ
800,choir,聖歌隊
801,choke,窒息させる、抑える、
802,cholesterol,コレステロール
803,choose,選ぶ
804,chore,日常の雑事、日課、つまらない仕事
805,Christianity,キリスト教
806,chronic,慢性の、長引く、常習の
807,chronicle,年代記、記録、物語、年代記に記録する
808,chronological,年代順の
809,chuckle,くすくす笑う
810,chunk,塊
811,cigarette,（紙）巻きタバコ
812,circle,円
813,circuit,周回すること、回路、巡回
814,circulate,循環する、循環させる、流通させる
815,circulation,循環、流通、発行部数、（情報などが）広まること
816,circumstance,状況、事情、生活状態、境遇
817,circumstances,状況
818,cite,引用する、（例として）挙げる
819,citizen,市民
820,citizenship,市民権、公民権、市民[国民]であること
821,civil,市民の、民間の、民事の
822,civility,礼儀正しさ、丁寧さ
823,civilization,文明、文明化、文化的生活
824,civilize,を文明化する
825,claim,要求する、主張する、(人命を)奪う、要求、権利、主張
826,clap,拍手する、（手を）たたく、拍手
827,clarify,明らかにする、明らかになる
828,clash,対立〔衝突〕する、ガチャンと鳴る、衝突
829,class,階級、階層、クラス、授業
830,classic,傑作、古典、第一級の、典型的な、古典の
831,classical,クラシックの
832,classify,分類する、機密扱いにする
833,clause,(法律・条約などの)条項、(文の)節
834,claustrophobia,閉所恐怖症
835,clay,粘土
836,clearly,明らかに、はっきりと
837,clergy,聖職者
838,clerical,事務の、事務職の
839,clerk,事務員、職員、店員
840,clever,賢い、利口な、うまい、巧妙な
841,click,クリックする、カチッと鳴らす、カチッと音がする
842,client,顧客、依頼人
843,cliff,崖、絶壁
844,climate,気候
845,climatic,気候(上)の、風土の
846,climb,登る（こと）
847,cling,くっつく、固執する
848,clinic,診療所、クリニック、（病院内の）～科
849,clinical,臨床の、病院の
850,clink,カチン[チリン]と鳴る[鳴らす]
851,clip,切り抜く、切り取る、クリップで留める
852,clog,（管など）を詰まらせる
853,clone,クローン、模造する、まったく同じような人[もの]
854,close,接近した、親密な、綿密な、を閉める、閉まる
855,closure,(工場・学校などの)閉鎖
856,clothes,衣服
857,clue,手がかり、ヒント
858,clumsy,ぎこちない、不細工な、不器用な
859,cluster,集まり、群れ、房、集まる、群がる、を集める
860,clutch,ぎゅっとつかむ、しっかり握ること
861,clutter,散らかす
862,coal,石炭
863,coalition,連立、合同
864,coarse,粗雑な、きめの粗い、下品な、卑猥な
865,coast,海岸、沿岸
866,coastal,沿岸(地方)の
867,code,規定、法典、符号、暗号
868,coffin,棺桶
869,cognition,認識
870,cognitive,認識（認知）の
871,coherent,一貫した、筋の通った、結束した
872,coil,ぐるぐる巻く、丸くなる、巻いたもの
873,coin,（硬貨）を鋳造する、（新語など）を作る
874,coincide,合致〔一致〕する、同時に起こる
875,coincidence,偶然の一致
876,collaborate,共同して働く、協力する
877,collaboration,合作、共同、協力
878,collage,コラージュ
879,collapse,崩壊(する)、（病気などで突然）倒れる（こと）
880,colleague,（職場の）同僚
881,collect,集める、（人が）集まる
882,collective,集団の、共同の
883,collectively,集合的に、共同で
884,college,（単科）大学
885,collide,衝突する
886,collision,衝突、対立
887,colonize,を植民地化する、を入植させる
888,colony,植民地、集団居住地、（動植物の）コロニー
889,color-blind,人種差別をしない、色覚異常の
890,column,コラム、（新聞などの）欄、円柱、（縦）列
891,coma,昏睡（状態）
892,combat,と戦う、に立ち向かう、戦闘
893,combine,組み合わせる、兼ね備える、結合する
894,comedy,喜劇
895,comet,彗星
896,comfort,快適さ、慰め、慰めをあたえてくれるもの［人］、安らぎ
897,comfortable,快適な
898,command,命令(する)、指揮(する)、支配(する)、見渡す
899,commander,司令官
900,commemorate,記念する
901,commence,始まる、始める
902,commencement,開始；〈米〉（高校・大学の）卒業式，学位授与式
903,commend,を賞賛する
904,commendable,賞賛されるべき、立派な
905,comment,"論評する(on)、意見, 論評"
906,commerce,商業、貿易、通商
907,commercial,コマーシャル、商業の
908,commission,代理手数料、歩合、委員会
909,commit,献身する、捧げる、約束する、（罪を)犯す
910,commitment,公約、献身
911,committee,（集合的に）委員会、（全）委員
912,commodity,日用品、商品
913,common,共通の、ありふれた、公共の、共有の
914,commonplace,ごく普通の、陳腐な、よくある物事、ありきたりの意見
915,communal,共同の
916,communicate,情報交換をする、伝達する
917,communication,（情報・意見などの）伝達、意思疎通、通信（網）
918,communicative,話好きの、伝達の
919,communism,共産主義
920,communist,共産主義の
921,community,地域社会、（利害などを共にする）共同社会、集団
922,commute,通勤する、通学する
923,compact,凝縮させる、圧縮させる、ぎっしり詰まった、簡潔な
924,companion,連れ、仲間
925,company,会社、仲間、（仲間と）一緒にいること、一座
926,comparable,匹敵する、同様の
927,comparative,比較の、かなりの
928,compare,匹敵する、比較する、たとえる
929,compartment,区画、仕切り客室
930,compassion,おもいやり、哀れみ、同情
931,compassionate,哀れみ〔情け〕深い(toward)
932,compatible,矛盾しない、両立できる、仲良くやっていける
933,compel,～に…することを強いる
934,compensate,埋め合わせる、弁償する、償う
935,compete,競う、〔通例否定文で〕匹敵する
936,competence,能力、資格
937,competency,能力、適性
938,competent,有能な、能力のある、適格な
939,competing,相容れない、両立しない
940,competitive,競争の、競争力がある、競争心の強い
941,compile,編集する、（資料など）をまとめる
942,complain,不平［苦情］を言う、訴える
943,complaint,不平
944,complement,補完物、補足、補語
945,complementary,補足的な
946,complete,完成させる、仕上げる、完全な、完成した
947,completely,完全に
948,completion,完了、完成
949,complex,複雑な、複合的な、合成物、脅迫概念、複合施設
950,complexity,複雑さ
951,complicate,複雑にする
952,complicated,複雑な、入り組んだ
953,complication,複雑な事柄・余病・合併症
954,compliment,ほめ言葉、賛辞、お世辞を言う
955,complimentary,無料の、賞賛する
956,comply,従う、応じる、(基準・規則などに)沿う、合致する
957,component,構成要素、成分
958,compose,構成する、組み立てる、落ち着かせる
959,composed,落ち着いた
960,composite,異なる要素からなる、複合的な、合成物、複合物
961,composition,構成、（音楽などの）作品、作文
962,compost,たい肥
963,compound,複合の、混合物、化合物、を悪化させる、を混合する
964,comprehend,理解する、把握する
965,comprehension,理解力
966,comprehensive,包括的な
967,compress,を要約する、を短縮する、を圧縮して詰め込む
968,Compression,圧縮
969,comprise,構成される、構成する、占める
970,compromise,妥協（すること）、妥協案、歩み寄り
971,compulsion,衝動、強制力
972,compulsory,義務的な、強制的な
973,compute,計算する、コンピューターを使う
974,comrade,仲間
975,conceal,隠す、秘密にする
976,concede,仕方なく認める、敗北を認める
977,conceited,うぬぼれた
978,conceivable,(物・事が)考えられる、想像できる
979,conceive,思いつく、想像する、妊娠する
980,concentrate,専念（集中）する、集中させる
981,concentration,濃度、集中、専念
982,concept,概念、考え、（商品・販売の）コンセプト
983,concern,〔受身形で〕心配している、関係する
984,concerned,関心を持っている；扱っている；懸念している
